sigma;thres;pt_w;pt_h;class1;score1;class2;score2;class3;score3;class4;score4;class5;score5;class6;score6;class7;score7;class8;score8;class9;score9;class10;score10;class11;score11;class12;score12;class13;score13;class14;score14;class15;score15;class16;score16;class17;score17;class18;score18;class19;score19;class20;score20;class21;score21;class22;score22;class23;score23;class24;score24;class25;score25
70;0.0000;206;188;remote control, remote;0.5435;mouse, computer mouse;0.1308;cellular telephone, cellular phone, cellphone, cell, mobile phone;0.0831;hand-held computer, hand-held microcomputer;0.0685;sunscreen, sunblock, sun blocker;0.0422;remote control, remote;0.5435;mouse, computer mouse;0.1308;cellular telephone, cellular phone, cellphone, cell, mobile phone;0.0831;hand-held computer, hand-held microcomputer;0.0685;sunscreen, sunblock, sun blocker;0.0422;remote control, remote;0.5435;mouse, computer mouse;0.1308;cellular telephone, cellular phone, cellphone, cell, mobile phone;0.0831;hand-held computer, hand-held microcomputer;0.0685;sunscreen, sunblock, sun blocker;0.0422;remote control, remote;0.5435;mouse, computer mouse;0.1308;cellular telephone, cellular phone, cellphone, cell, mobile phone;0.0831;hand-held computer, hand-held microcomputer;0.0685;sunscreen, sunblock, sun blocker;0.0422;remote control, remote;0.5435;mouse, computer mouse;0.1308;cellular telephone, cellular phone, cellphone, cell, mobile phone;0.0831;hand-held computer, hand-held microcomputer;0.0685;sunscreen, sunblock, sun blocker;0.0422
70;0.0000;206;188;common newt, Triturus vulgaris;0.1695;weevil;0.1099;limpkin, Aramus pictus;0.1082;African chameleon, Chamaeleo chamaeleon;0.0573;axolotl, mud puppy, Ambystoma mexicanum;0.0542;common newt, Triturus vulgaris;0.1695;weevil;0.1099;limpkin, Aramus pictus;0.1082;African chameleon, Chamaeleo chamaeleon;0.0573;axolotl, mud puppy, Ambystoma mexicanum;0.0542;common newt, Triturus vulgaris;0.1695;weevil;0.1099;limpkin, Aramus pictus;0.1082;African chameleon, Chamaeleo chamaeleon;0.0573;axolotl, mud puppy, Ambystoma mexicanum;0.0542;common newt, Triturus vulgaris;0.1695;weevil;0.1099;limpkin, Aramus pictus;0.1082;African chameleon, Chamaeleo chamaeleon;0.0573;axolotl, mud puppy, Ambystoma mexicanum;0.0542;common newt, Triturus vulgaris;0.1695;weevil;0.1099;limpkin, Aramus pictus;0.1082;African chameleon, Chamaeleo chamaeleon;0.0573;axolotl, mud puppy, Ambystoma mexicanum;0.0542
70;0.0000;206;188;Sealyham terrier, Sealyham;0.1827;kuvasz;0.1300;Great Pyrenees;0.0841;English setter;0.0807;borzoi, Russian wolfhound;0.0628;Sealyham terrier, Sealyham;0.1827;kuvasz;0.1300;Great Pyrenees;0.0841;English setter;0.0807;borzoi, Russian wolfhound;0.0628;Sealyham terrier, Sealyham;0.1827;kuvasz;0.1300;Great Pyrenees;0.0841;English setter;0.0807;borzoi, Russian wolfhound;0.0628;Sealyham terrier, Sealyham;0.1827;kuvasz;0.1300;Great Pyrenees;0.0841;English setter;0.0807;borzoi, Russian wolfhound;0.0628;Sealyham terrier, Sealyham;0.1827;kuvasz;0.1300;Great Pyrenees;0.0841;English setter;0.0807;borzoi, Russian wolfhound;0.0628
70;0.0000;206;188;Madagascar cat, ring-tailed lemur, Lemur catta;0.2271;grey fox, gray fox, Urocyon cinereoargenteus;0.1323;indri, indris, Indri indri, Indri brevicaudatus;0.1197;guenon, guenon monkey;0.1027;bluetick;0.0562;Madagascar cat, ring-tailed lemur, Lemur catta;0.2271;grey fox, gray fox, Urocyon cinereoargenteus;0.1323;indri, indris, Indri indri, Indri brevicaudatus;0.1197;guenon, guenon monkey;0.1027;bluetick;0.0562;Madagascar cat, ring-tailed lemur, Lemur catta;0.2271;grey fox, gray fox, Urocyon cinereoargenteus;0.1323;indri, indris, Indri indri, Indri brevicaudatus;0.1197;guenon, guenon monkey;0.1027;bluetick;0.0562;Madagascar cat, ring-tailed lemur, Lemur catta;0.2271;grey fox, gray fox, Urocyon cinereoargenteus;0.1323;indri, indris, Indri indri, Indri brevicaudatus;0.1197;guenon, guenon monkey;0.1027;bluetick;0.0562;Madagascar cat, ring-tailed lemur, Lemur catta;0.2271;grey fox, gray fox, Urocyon cinereoargenteus;0.1323;indri, indris, Indri indri, Indri brevicaudatus;0.1197;guenon, guenon monkey;0.1027;bluetick;0.0562
70;0.0000;206;188;patas, hussar monkey, Erythrocebus patas;0.3786;orangutan, orang, orangutang, Pongo pygmaeus;0.2040;gorilla, Gorilla gorilla;0.1674;guenon, guenon monkey;0.0472;macaque;0.0356;patas, hussar monkey, Erythrocebus patas;0.3786;orangutan, orang, orangutang, Pongo pygmaeus;0.2040;gorilla, Gorilla gorilla;0.1674;guenon, guenon monkey;0.0472;macaque;0.0356;patas, hussar monkey, Erythrocebus patas;0.3786;orangutan, orang, orangutang, Pongo pygmaeus;0.2040;gorilla, Gorilla gorilla;0.1674;guenon, guenon monkey;0.0472;macaque;0.0356;patas, hussar monkey, Erythrocebus patas;0.3786;orangutan, orang, orangutang, Pongo pygmaeus;0.2040;gorilla, Gorilla gorilla;0.1674;guenon, guenon monkey;0.0472;macaque;0.0356;patas, hussar monkey, Erythrocebus patas;0.3786;orangutan, orang, orangutang, Pongo pygmaeus;0.2040;gorilla, Gorilla gorilla;0.1674;guenon, guenon monkey;0.0472;macaque;0.0356
70;0.0000;206;188;yawl;0.6368;schooner;0.1693;catamaran;0.1354;trimaran;0.0537;pirate, pirate ship;0.0042;yawl;0.6368;schooner;0.1693;catamaran;0.1354;trimaran;0.0537;pirate, pirate ship;0.0042;yawl;0.6368;schooner;0.1693;catamaran;0.1354;trimaran;0.0537;pirate, pirate ship;0.0042;yawl;0.6368;schooner;0.1693;catamaran;0.1354;trimaran;0.0537;pirate, pirate ship;0.0042;yawl;0.6368;schooner;0.1693;catamaran;0.1354;trimaran;0.0537;pirate, pirate ship;0.0042
70;0.0000;206;188;macaque;0.9120;proboscis monkey, Nasalis larvatus;0.0610;patas, hussar monkey, Erythrocebus patas;0.0103;langur;0.0040;capuchin, ringtail, Cebus capucinus;0.0035;macaque;0.9120;proboscis monkey, Nasalis larvatus;0.0610;patas, hussar monkey, Erythrocebus patas;0.0103;langur;0.0040;capuchin, ringtail, Cebus capucinus;0.0035;macaque;0.9120;proboscis monkey, Nasalis larvatus;0.0610;patas, hussar monkey, Erythrocebus patas;0.0103;langur;0.0040;capuchin, ringtail, Cebus capucinus;0.0035;macaque;0.9120;proboscis monkey, Nasalis larvatus;0.0610;patas, hussar monkey, Erythrocebus patas;0.0103;langur;0.0040;capuchin, ringtail, Cebus capucinus;0.0035;macaque;0.9120;proboscis monkey, Nasalis larvatus;0.0610;patas, hussar monkey, Erythrocebus patas;0.0103;langur;0.0040;capuchin, ringtail, Cebus capucinus;0.0035
70;0.0000;206;188;trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi;0.1404;bullet train, bullet;0.0974;moving van;0.0888;streetcar, tram, tramcar, trolley, trolley car;0.0642;passenger car, coach, carriage;0.0487;trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi;0.1404;bullet train, bullet;0.0974;moving van;0.0888;streetcar, tram, tramcar, trolley, trolley car;0.0642;passenger car, coach, carriage;0.0487;trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi;0.1404;bullet train, bullet;0.0974;moving van;0.0888;streetcar, tram, tramcar, trolley, trolley car;0.0642;passenger car, coach, carriage;0.0487;trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi;0.1404;bullet train, bullet;0.0974;moving van;0.0888;streetcar, tram, tramcar, trolley, trolley car;0.0642;passenger car, coach, carriage;0.0487;trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi;0.1404;bullet train, bullet;0.0974;moving van;0.0888;streetcar, tram, tramcar, trolley, trolley car;0.0642;passenger car, coach, carriage;0.0487
70;0.0000;206;188;hare;0.7250;wood rabbit, cottontail, cottontail rabbit;0.2723;dhole, Cuon alpinus;0.0011;wallaby, brush kangaroo;0.0005;beaver;0.0001;hare;0.7250;wood rabbit, cottontail, cottontail rabbit;0.2723;dhole, Cuon alpinus;0.0011;wallaby, brush kangaroo;0.0005;beaver;0.0001;hare;0.7250;wood rabbit, cottontail, cottontail rabbit;0.2723;dhole, Cuon alpinus;0.0011;wallaby, brush kangaroo;0.0005;beaver;0.0001;hare;0.7250;wood rabbit, cottontail, cottontail rabbit;0.2723;dhole, Cuon alpinus;0.0011;wallaby, brush kangaroo;0.0005;beaver;0.0001;hare;0.7250;wood rabbit, cottontail, cottontail rabbit;0.2723;dhole, Cuon alpinus;0.0011;wallaby, brush kangaroo;0.0005;beaver;0.0001
70;0.0000;206;188;badger;0.5954;bittern;0.2339;limpkin, Aramus pictus;0.0915;bustard;0.0109;isopod;0.0072;badger;0.5954;bittern;0.2339;limpkin, Aramus pictus;0.0915;bustard;0.0109;isopod;0.0072;badger;0.5954;bittern;0.2339;limpkin, Aramus pictus;0.0915;bustard;0.0109;isopod;0.0072;badger;0.5954;bittern;0.2339;limpkin, Aramus pictus;0.0915;bustard;0.0109;isopod;0.0072;badger;0.5954;bittern;0.2339;limpkin, Aramus pictus;0.0915;bustard;0.0109;isopod;0.0072
70;0.0000;206;188;strawberry;0.9765;bell pepper;0.0081;plate;0.0068;meat loaf, meatloaf;0.0027;fig;0.0011;strawberry;0.9765;bell pepper;0.0081;plate;0.0068;meat loaf, meatloaf;0.0027;fig;0.0011;strawberry;0.9765;bell pepper;0.0081;plate;0.0068;meat loaf, meatloaf;0.0027;fig;0.0011;strawberry;0.9765;bell pepper;0.0081;plate;0.0068;meat loaf, meatloaf;0.0027;fig;0.0011;strawberry;0.9765;bell pepper;0.0081;plate;0.0068;meat loaf, meatloaf;0.0027;fig;0.0011
70;0.0000;206;188;African crocodile, Nile crocodile, Crocodylus niloticus;0.1173;lakeside, lakeshore;0.0777;water snake;0.0310;rock python, rock snake, Python sebae;0.0287;dowitcher;0.0281;African crocodile, Nile crocodile, Crocodylus niloticus;0.1173;lakeside, lakeshore;0.0777;water snake;0.0310;rock python, rock snake, Python sebae;0.0287;dowitcher;0.0281;African crocodile, Nile crocodile, Crocodylus niloticus;0.1173;lakeside, lakeshore;0.0777;water snake;0.0310;rock python, rock snake, Python sebae;0.0287;dowitcher;0.0281;African crocodile, Nile crocodile, Crocodylus niloticus;0.1173;lakeside, lakeshore;0.0777;water snake;0.0310;rock python, rock snake, Python sebae;0.0287;dowitcher;0.0281;African crocodile, Nile crocodile, Crocodylus niloticus;0.1173;lakeside, lakeshore;0.0777;water snake;0.0310;rock python, rock snake, Python sebae;0.0287;dowitcher;0.0281
70;0.0000;93;219;platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus;0.1431;barracouta, snoek;0.1324;leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea;0.0857;American alligator, Alligator mississipiensis;0.0569;puffer, pufferfish, blowfish, globefish;0.0558;platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus;0.1431;barracouta, snoek;0.1324;leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea;0.0857;American alligator, Alligator mississipiensis;0.0569;puffer, pufferfish, blowfish, globefish;0.0558;platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus;0.1431;barracouta, snoek;0.1324;leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea;0.0857;American alligator, Alligator mississipiensis;0.0569;puffer, pufferfish, blowfish, globefish;0.0558;platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus;0.1431;barracouta, snoek;0.1324;leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea;0.0857;American alligator, Alligator mississipiensis;0.0569;puffer, pufferfish, blowfish, globefish;0.0558;platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus;0.1431;barracouta, snoek;0.1324;leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea;0.0857;American alligator, Alligator mississipiensis;0.0569;puffer, pufferfish, blowfish, globefish;0.0558
70;0.0000;93;219;dogsled, dog sled, dog sleigh;0.4536;ski;0.0814;Scottish deerhound, deerhound;0.0510;Irish wolfhound;0.0468;alp;0.0462;dogsled, dog sled, dog sleigh;0.4536;ski;0.0814;Scottish deerhound, deerhound;0.0510;Irish wolfhound;0.0468;alp;0.0462;dogsled, dog sled, dog sleigh;0.4536;ski;0.0814;Scottish deerhound, deerhound;0.0510;Irish wolfhound;0.0468;alp;0.0462;dogsled, dog sled, dog sleigh;0.4536;ski;0.0814;Scottish deerhound, deerhound;0.0510;Irish wolfhound;0.0468;alp;0.0462;dogsled, dog sled, dog sleigh;0.4536;ski;0.0814;Scottish deerhound, deerhound;0.0510;Irish wolfhound;0.0468;alp;0.0462
70;0.0000;93;219;Shetland sheepdog, Shetland sheep dog, Shetland;0.7899;collie;0.1824;papillon;0.0210;borzoi, Russian wolfhound;0.0023;Pembroke, Pembroke Welsh corgi;0.0009;Shetland sheepdog, Shetland sheep dog, Shetland;0.7899;collie;0.1824;papillon;0.0210;borzoi, Russian wolfhound;0.0023;Pembroke, Pembroke Welsh corgi;0.0009;Shetland sheepdog, Shetland sheep dog, Shetland;0.7899;collie;0.1824;papillon;0.0210;borzoi, Russian wolfhound;0.0023;Pembroke, Pembroke Welsh corgi;0.0009;Shetland sheepdog, Shetland sheep dog, Shetland;0.7899;collie;0.1824;papillon;0.0210;borzoi, Russian wolfhound;0.0023;Pembroke, Pembroke Welsh corgi;0.0009;Shetland sheepdog, Shetland sheep dog, Shetland;0.7899;collie;0.1824;papillon;0.0210;borzoi, Russian wolfhound;0.0023;Pembroke, Pembroke Welsh corgi;0.0009
70;0.0000;93;219;espresso;0.2481;cup;0.1841;eggnog;0.1454;consomme;0.0826;beer glass;0.0787;espresso;0.2481;cup;0.1841;eggnog;0.1454;consomme;0.0826;beer glass;0.0787;espresso;0.2481;cup;0.1841;eggnog;0.1454;consomme;0.0826;beer glass;0.0787;espresso;0.2481;cup;0.1841;eggnog;0.1454;consomme;0.0826;beer glass;0.0787;espresso;0.2481;cup;0.1841;eggnog;0.1454;consomme;0.0826;beer glass;0.0787
70;0.0000;93;219;mousetrap;0.4144;hamster;0.0998;harmonica, mouth organ, harp, mouth harp;0.0190;paintbrush;0.0161;pencil sharpener;0.0125;mousetrap;0.4144;hamster;0.0998;harmonica, mouth organ, harp, mouth harp;0.0190;paintbrush;0.0161;pencil sharpener;0.0125;mousetrap;0.4144;hamster;0.0998;harmonica, mouth organ, harp, mouth harp;0.0190;paintbrush;0.0161;pencil sharpener;0.0125;mousetrap;0.4144;hamster;0.0998;harmonica, mouth organ, harp, mouth harp;0.0190;paintbrush;0.0161;pencil sharpener;0.0125;mousetrap;0.4144;hamster;0.0998;harmonica, mouth organ, harp, mouth harp;0.0190;paintbrush;0.0161;pencil sharpener;0.0125
70;0.0000;93;219;nail;0.3202;screw;0.1183;ringneck snake, ring-necked snake, ring snake;0.1046;thunder snake, worm snake, Carphophis amoenus;0.1031;water snake;0.0643;nail;0.3202;screw;0.1183;ringneck snake, ring-necked snake, ring snake;0.1046;thunder snake, worm snake, Carphophis amoenus;0.1031;water snake;0.0643;nail;0.3202;screw;0.1183;ringneck snake, ring-necked snake, ring snake;0.1046;thunder snake, worm snake, Carphophis amoenus;0.1031;water snake;0.0643;nail;0.3202;screw;0.1183;ringneck snake, ring-necked snake, ring snake;0.1046;thunder snake, worm snake, Carphophis amoenus;0.1031;water snake;0.0643;nail;0.3202;screw;0.1183;ringneck snake, ring-necked snake, ring snake;0.1046;thunder snake, worm snake, Carphophis amoenus;0.1031;water snake;0.0643
70;0.0000;93;219;Lhasa, Lhasa apso;0.1402;Tibetan terrier, chrysanthemum dog;0.1051;tiger cat;0.0556;Shetland sheepdog, Shetland sheep dog, Shetland;0.0534;spindle;0.0522;Lhasa, Lhasa apso;0.1402;Tibetan terrier, chrysanthemum dog;0.1051;tiger cat;0.0556;Shetland sheepdog, Shetland sheep dog, Shetland;0.0534;spindle;0.0522;Lhasa, Lhasa apso;0.1402;Tibetan terrier, chrysanthemum dog;0.1051;tiger cat;0.0556;Shetland sheepdog, Shetland sheep dog, Shetland;0.0534;spindle;0.0522;Lhasa, Lhasa apso;0.1402;Tibetan terrier, chrysanthemum dog;0.1051;tiger cat;0.0556;Shetland sheepdog, Shetland sheep dog, Shetland;0.0534;spindle;0.0522;Lhasa, Lhasa apso;0.1402;Tibetan terrier, chrysanthemum dog;0.1051;tiger cat;0.0556;Shetland sheepdog, Shetland sheep dog, Shetland;0.0534;spindle;0.0522
70;0.0000;93;219;face powder;0.2750;pick, plectrum, plectron;0.1456;lipstick, lip rouge;0.0889;spatula;0.0741;rubber eraser, rubber, pencil eraser;0.0553;face powder;0.2750;pick, plectrum, plectron;0.1456;lipstick, lip rouge;0.0889;spatula;0.0741;rubber eraser, rubber, pencil eraser;0.0553;face powder;0.2750;pick, plectrum, plectron;0.1456;lipstick, lip rouge;0.0889;spatula;0.0741;rubber eraser, rubber, pencil eraser;0.0553;face powder;0.2750;pick, plectrum, plectron;0.1456;lipstick, lip rouge;0.0889;spatula;0.0741;rubber eraser, rubber, pencil eraser;0.0553;face powder;0.2750;pick, plectrum, plectron;0.1456;lipstick, lip rouge;0.0889;spatula;0.0741;rubber eraser, rubber, pencil eraser;0.0553
70;0.0000;93;219;dining table, board;0.2286;table lamp;0.1020;potter's wheel;0.0736;desk;0.0665;washbasin, handbasin, washbowl, lavabo, wash-hand basin;0.0401;dining table, board;0.2286;table lamp;0.1020;potter's wheel;0.0736;desk;0.0665;washbasin, handbasin, washbowl, lavabo, wash-hand basin;0.0401;dining table, board;0.2286;table lamp;0.1020;potter's wheel;0.0736;desk;0.0665;washbasin, handbasin, washbowl, lavabo, wash-hand basin;0.0401;dining table, board;0.2286;table lamp;0.1020;potter's wheel;0.0736;desk;0.0665;washbasin, handbasin, washbowl, lavabo, wash-hand basin;0.0401;dining table, board;0.2286;table lamp;0.1020;potter's wheel;0.0736;desk;0.0665;washbasin, handbasin, washbowl, lavabo, wash-hand basin;0.0401
70;0.0000;93;219;Maltese dog, Maltese terrier, Maltese;0.2156;nipple;0.1151;toy poodle;0.0648;Angora, Angora rabbit;0.0574;axolotl, mud puppy, Ambystoma mexicanum;0.0551;Maltese dog, Maltese terrier, Maltese;0.2156;nipple;0.1151;toy poodle;0.0648;Angora, Angora rabbit;0.0574;axolotl, mud puppy, Ambystoma mexicanum;0.0551;Maltese dog, Maltese terrier, Maltese;0.2156;nipple;0.1151;toy poodle;0.0648;Angora, Angora rabbit;0.0574;axolotl, mud puppy, Ambystoma mexicanum;0.0551;Maltese dog, Maltese terrier, Maltese;0.2156;nipple;0.1151;toy poodle;0.0648;Angora, Angora rabbit;0.0574;axolotl, mud puppy, Ambystoma mexicanum;0.0551;Maltese dog, Maltese terrier, Maltese;0.2156;nipple;0.1151;toy poodle;0.0648;Angora, Angora rabbit;0.0574;axolotl, mud puppy, Ambystoma mexicanum;0.0551
70;0.0000;93;219;lemon;0.6272;Granny Smith;0.1080;brain coral;0.0846;jackfruit, jak, jack;0.0697;sea slug, nudibranch;0.0279;lemon;0.6272;Granny Smith;0.1080;brain coral;0.0846;jackfruit, jak, jack;0.0697;sea slug, nudibranch;0.0279;lemon;0.6272;Granny Smith;0.1080;brain coral;0.0846;jackfruit, jak, jack;0.0697;sea slug, nudibranch;0.0279;lemon;0.6272;Granny Smith;0.1080;brain coral;0.0846;jackfruit, jak, jack;0.0697;sea slug, nudibranch;0.0279;lemon;0.6272;Granny Smith;0.1080;brain coral;0.0846;jackfruit, jak, jack;0.0697;sea slug, nudibranch;0.0279
70;0.0000;93;219;cougar, puma, catamount, mountain lion, painter, panther, Felis concolor;0.8331;lion, king of beasts, Panthera leo;0.0985;lynx, catamount;0.0104;timber wolf, grey wolf, gray wolf, Canis lupus;0.0065;dingo, warrigal, warragal, Canis dingo;0.0050;cougar, puma, catamount, mountain lion, painter, panther, Felis concolor;0.8331;lion, king of beasts, Panthera leo;0.0985;lynx, catamount;0.0104;timber wolf, grey wolf, gray wolf, Canis lupus;0.0065;dingo, warrigal, warragal, Canis dingo;0.0050;cougar, puma, catamount, mountain lion, painter, panther, Felis concolor;0.8331;lion, king of beasts, Panthera leo;0.0985;lynx, catamount;0.0104;timber wolf, grey wolf, gray wolf, Canis lupus;0.0065;dingo, warrigal, warragal, Canis dingo;0.0050;cougar, puma, catamount, mountain lion, painter, panther, Felis concolor;0.8331;lion, king of beasts, Panthera leo;0.0985;lynx, catamount;0.0104;timber wolf, grey wolf, gray wolf, Canis lupus;0.0065;dingo, warrigal, warragal, Canis dingo;0.0050;cougar, puma, catamount, mountain lion, painter, panther, Felis concolor;0.8331;lion, king of beasts, Panthera leo;0.0985;lynx, catamount;0.0104;timber wolf, grey wolf, gray wolf, Canis lupus;0.0065;dingo, warrigal, warragal, Canis dingo;0.0050
70;0.0000;93;219;guenon, guenon monkey;0.9066;patas, hussar monkey, Erythrocebus patas;0.0488;langur;0.0361;macaque;0.0049;baboon;0.0024;guenon, guenon monkey;0.9066;patas, hussar monkey, Erythrocebus patas;0.0488;langur;0.0361;macaque;0.0049;baboon;0.0024;guenon, guenon monkey;0.9066;patas, hussar monkey, Erythrocebus patas;0.0488;langur;0.0361;macaque;0.0049;baboon;0.0024;guenon, guenon monkey;0.9066;patas, hussar monkey, Erythrocebus patas;0.0488;langur;0.0361;macaque;0.0049;baboon;0.0024;guenon, guenon monkey;0.9066;patas, hussar monkey, Erythrocebus patas;0.0488;langur;0.0361;macaque;0.0049;baboon;0.0024
70;0.0000;93;219;recreational vehicle, RV, R.V.;0.9360;moving van;0.0332;mobile home, manufactured home;0.0098;minibus;0.0086;passenger car, coach, carriage;0.0037;recreational vehicle, RV, R.V.;0.9360;moving van;0.0332;mobile home, manufactured home;0.0098;minibus;0.0086;passenger car, coach, carriage;0.0037;recreational vehicle, RV, R.V.;0.9360;moving van;0.0332;mobile home, manufactured home;0.0098;minibus;0.0086;passenger car, coach, carriage;0.0037;recreational vehicle, RV, R.V.;0.9360;moving van;0.0332;mobile home, manufactured home;0.0098;minibus;0.0086;passenger car, coach, carriage;0.0037;recreational vehicle, RV, R.V.;0.9360;moving van;0.0332;mobile home, manufactured home;0.0098;minibus;0.0086;passenger car, coach, carriage;0.0037
70;0.0000;93;219;harvester, reaper;0.4767;thresher, thrasher, threshing machine;0.3381;trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi;0.0229;hay;0.0221;tractor;0.0141;harvester, reaper;0.4767;thresher, thrasher, threshing machine;0.3381;trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi;0.0229;hay;0.0221;tractor;0.0141;harvester, reaper;0.4767;thresher, thrasher, threshing machine;0.3381;trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi;0.0229;hay;0.0221;tractor;0.0141;harvester, reaper;0.4767;thresher, thrasher, threshing machine;0.3381;trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi;0.0229;hay;0.0221;tractor;0.0141;harvester, reaper;0.4767;thresher, thrasher, threshing machine;0.3381;trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi;0.0229;hay;0.0221;tractor;0.0141
70;0.0000;93;219;grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus;0.8578;leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea;0.1303;loggerhead, loggerhead turtle, Caretta caretta;0.0078;great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias;0.0004;dugong, Dugong dugon;0.0004;grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus;0.8578;leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea;0.1303;loggerhead, loggerhead turtle, Caretta caretta;0.0078;great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias;0.0004;dugong, Dugong dugon;0.0004;grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus;0.8578;leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea;0.1303;loggerhead, loggerhead turtle, Caretta caretta;0.0078;great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias;0.0004;dugong, Dugong dugon;0.0004;grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus;0.8578;leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea;0.1303;loggerhead, loggerhead turtle, Caretta caretta;0.0078;great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias;0.0004;dugong, Dugong dugon;0.0004;grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus;0.8578;leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea;0.1303;loggerhead, loggerhead turtle, Caretta caretta;0.0078;great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias;0.0004;dugong, Dugong dugon;0.0004
70;0.0000;93;219;candle, taper, wax light;0.1840;jack-o'-lantern;0.0764;rotisserie;0.0331;digital clock;0.0261;lampshade, lamp shade;0.0239;candle, taper, wax light;0.1840;jack-o'-lantern;0.0764;rotisserie;0.0331;digital clock;0.0261;lampshade, lamp shade;0.0239;candle, taper, wax light;0.1840;jack-o'-lantern;0.0764;rotisserie;0.0331;digital clock;0.0261;lampshade, lamp shade;0.0239;candle, taper, wax light;0.1840;jack-o'-lantern;0.0764;rotisserie;0.0331;digital clock;0.0261;lampshade, lamp shade;0.0239;candle, taper, wax light;0.1840;jack-o'-lantern;0.0764;rotisserie;0.0331;digital clock;0.0261;lampshade, lamp shade;0.0239
70;0.0000;93;219;kite;0.4550;black stork, Ciconia nigra;0.2829;albatross, mollymawk;0.0735;coucal;0.0385;vulture;0.0159;kite;0.4550;black stork, Ciconia nigra;0.2829;albatross, mollymawk;0.0735;coucal;0.0385;vulture;0.0159;kite;0.4550;black stork, Ciconia nigra;0.2829;albatross, mollymawk;0.0735;coucal;0.0385;vulture;0.0159;kite;0.4550;black stork, Ciconia nigra;0.2829;albatross, mollymawk;0.0735;coucal;0.0385;vulture;0.0159;kite;0.4550;black stork, Ciconia nigra;0.2829;albatross, mollymawk;0.0735;coucal;0.0385;vulture;0.0159
70;0.0000;93;219;desk;0.2641;file, file cabinet, filing cabinet;0.2487;switch, electric switch, electrical switch;0.0767;washbasin, handbasin, washbowl, lavabo, wash-hand basin;0.0738;safe;0.0704;desk;0.2641;file, file cabinet, filing cabinet;0.2487;switch, electric switch, electrical switch;0.0767;washbasin, handbasin, washbowl, lavabo, wash-hand basin;0.0738;safe;0.0704;desk;0.2641;file, file cabinet, filing cabinet;0.2487;switch, electric switch, electrical switch;0.0767;washbasin, handbasin, washbowl, lavabo, wash-hand basin;0.0738;safe;0.0704;desk;0.2641;file, file cabinet, filing cabinet;0.2487;switch, electric switch, electrical switch;0.0767;washbasin, handbasin, washbowl, lavabo, wash-hand basin;0.0738;safe;0.0704;desk;0.2641;file, file cabinet, filing cabinet;0.2487;switch, electric switch, electrical switch;0.0767;washbasin, handbasin, washbowl, lavabo, wash-hand basin;0.0738;safe;0.0704
70;0.0000;93;219;hair slide;0.1285;isopod;0.0762;nail;0.0502;screw;0.0475;gar, garfish, garpike, billfish, Lepisosteus osseus;0.0458;hair slide;0.1285;isopod;0.0762;nail;0.0502;screw;0.0475;gar, garfish, garpike, billfish, Lepisosteus osseus;0.0458;hair slide;0.1285;isopod;0.0762;nail;0.0502;screw;0.0475;gar, garfish, garpike, billfish, Lepisosteus osseus;0.0458;hair slide;0.1285;isopod;0.0762;nail;0.0502;screw;0.0475;gar, garfish, garpike, billfish, Lepisosteus osseus;0.0458;hair slide;0.1285;isopod;0.0762;nail;0.0502;screw;0.0475;gar, garfish, garpike, billfish, Lepisosteus osseus;0.0458
