sigma;thres;class1;score1;class2;score2;class3;score3;class4;score4;class5;score5;class6;score6;class7;score7;class8;score8;class9;score9;class10;score10;class11;score11;class12;score12;class13;score13;class14;score14;class15;score15;class16;score16;class17;score17;class18;score18;class19;score19;class20;score20;class21;score21;class22;score22;class23;score23;class24;score24;class25;score25;x1;y1;w1;h1;x2;y2;w2;h2;x3;y3;w3;h3;x4;y4;w4;h4;x5;y5;w5;h5
30;0.7000;lycaenid, lycaenid butterfly;0.0341;vine snake;0.0255;matchstick;0.0235;leafhopper;0.0217;lacewing, lacewing fly;0.0205;lens cap, lens cover;0.0224;tree frog, tree-frog;0.0180;vine snake;0.0179;green mamba;0.0179;pill bottle;0.0148;lycaenid, lycaenid butterfly;0.0348;vine snake;0.0256;matchstick;0.0229;leafhopper;0.0220;lacewing, lacewing fly;0.0210;vine snake;0.0271;green mamba;0.0216;tree frog, tree-frog;0.0211;lycaenid, lycaenid butterfly;0.0186;mantis, mantid;0.0166;lycaenid, lycaenid butterfly;0.0342;vine snake;0.0256;matchstick;0.0234;leafhopper;0.0218;lacewing, lacewing fly;0.0206;14;59;127;146;9;24;174;183;0;1;219;223;1;59;140;152;1;24;211;197
30;0.7000;matchstick;0.0642;hourglass;0.0268;nail;0.0253;screw;0.0248;red wine;0.0217;matchstick;0.0769;screw;0.0317;nail;0.0309;hourglass;0.0246;ballpoint, ballpoint pen, ballpen, Biro;0.0214;matchstick;0.0777;screw;0.0319;nail;0.0313;hourglass;0.0241;ballpoint, ballpoint pen, ballpen, Biro;0.0226;barn spider, Araneus cavaticus;0.0614;ant, emmet, pismire;0.0533;hip, rose hip, rosehip;0.0465;weevil;0.0351;tick;0.0287;matchstick;0.0770;screw;0.0313;nail;0.0305;hourglass;0.0249;ballpoint, ballpoint pen, ballpen, Biro;0.0215;1;1;223;223;6;3;201;215;13;2;207;219;5;6;216;215;6;2;216;220
30;0.7000;hair spray;0.0787;punching bag, punch bag, punching ball, punchball;0.0674;cleaver, meat cleaver, chopper;0.0543;lipstick, lip rouge;0.0472;loudspeaker, speaker, speaker unit, loudspeaker system, speaker system;0.0452;hair spray;0.1646;lipstick, lip rouge;0.0830;lotion;0.0762;ballpoint, ballpoint pen, ballpen, Biro;0.0577;sunscreen, sunblock, sun blocker;0.0560;hair spray;0.0942;cocktail shaker;0.0601;sunscreen, sunblock, sun blocker;0.0569;punching bag, punch bag, punching ball, punchball;0.0559;lotion;0.0554;punching bag, punch bag, punching ball, punchball;0.0735;hair spray;0.0723;cleaver, meat cleaver, chopper;0.0583;lipstick, lip rouge;0.0535;loudspeaker, speaker, speaker unit, loudspeaker system, speaker system;0.0465;hair spray;0.0984;lotion;0.0552;sunscreen, sunblock, sun blocker;0.0519;ballpoint, ballpoint pen, ballpen, Biro;0.0463;punching bag, punch bag, punching ball, punchball;0.0462;2;1;220;223;20;7;200;216;2;1;220;223;38;75;184;149;0;0;224;224
30;0.7000;bustard;0.1706;ostrich, Struthio camelus;0.1375;alligator lizard;0.0614;limpkin, Aramus pictus;0.0533;ruffed grouse, partridge, Bonasa umbellus;0.0413;jacamar;0.0711;vine snake;0.0488;lycaenid, lycaenid butterfly;0.0422;barn spider, Araneus cavaticus;0.0240;green mamba;0.0232;lycaenid, lycaenid butterfly;0.0793;cardoon;0.0471;jacamar;0.0354;yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum;0.0318;lacewing, lacewing fly;0.0243;vine snake;0.0683;jacamar;0.0594;lycaenid, lycaenid butterfly;0.0365;barn spider, Araneus cavaticus;0.0280;green mamba;0.0268;vine snake;0.0707;lycaenid, lycaenid butterfly;0.0484;jacamar;0.0474;barn spider, Araneus cavaticus;0.0317;green mamba;0.0308;0;0;221;223;0;1;165;222;4;3;123;216;7;5;147;184;1;2;208;221
30;0.7000;matchstick;0.2447;lighter, light, igniter, ignitor;0.1373;torch;0.0711;paintbrush;0.0250;ballpoint, ballpoint pen, ballpen, Biro;0.0229;matchstick;0.2129;torch;0.0974;lighter, light, igniter, ignitor;0.0875;spotlight, spot;0.0299;candle, taper, wax light;0.0159;matchstick;0.2250;lighter, light, igniter, ignitor;0.1351;torch;0.0844;spotlight, spot;0.0213;paintbrush;0.0171;matchstick;0.2044;torch;0.0782;lighter, light, igniter, ignitor;0.0648;spotlight, spot;0.0376;hair spray;0.0188;matchstick;0.2319;torch;0.1425;lighter, light, igniter, ignitor;0.0902;spotlight, spot;0.0326;candle, taper, wax light;0.0147;1;50;214;140;1;3;212;192;13;83;179;97;12;50;180;130;17;75;38;42
30;0.7000;jacamar;0.0343;fox squirrel, eastern fox squirrel, Sciurus niger;0.0312;vine snake;0.0305;limpkin, Aramus pictus;0.0238;barn spider, Araneus cavaticus;0.0222;barn spider, Araneus cavaticus;0.1005;ant, emmet, pismire;0.0404;fox squirrel, eastern fox squirrel, Sciurus niger;0.0347;snail;0.0302;weevil;0.0264;jacamar;0.0665;vine snake;0.0384;fox squirrel, eastern fox squirrel, Sciurus niger;0.0384;marmoset;0.0213;limpkin, Aramus pictus;0.0212;barn spider, Araneus cavaticus;0.0622;fox squirrel, eastern fox squirrel, Sciurus niger;0.0588;marmoset;0.0227;jacamar;0.0222;ant, emmet, pismire;0.0182;barn spider, Araneus cavaticus;0.1163;fox squirrel, eastern fox squirrel, Sciurus niger;0.0385;ant, emmet, pismire;0.0379;tick;0.0281;snail;0.0254;39;47;83;166;49;51;6;28;16;30;188;189;35;43;160;108;25;47;97;96
30;0.7000;ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle;0.0736;tick;0.0508;matchstick;0.0363;eft;0.0333;centipede;0.0315;Granny Smith;0.0858;ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle;0.0651;tick;0.0554;snail;0.0469;ant, emmet, pismire;0.0346;marmoset;0.0877;ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle;0.0526;fly;0.0374;barn spider, Araneus cavaticus;0.0292;tennis ball;0.0265;ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle;0.0928;tick;0.0699;Granny Smith;0.0547;ant, emmet, pismire;0.0422;tennis ball;0.0414;ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle;0.0264;tennis ball;0.0262;fly;0.0252;marmoset;0.0245;vine snake;0.0185;60;59;37;26;3;20;210;195;33;65;178;149;2;28;215;187;74;64;33;44
30;0.7000;pirate, pirate ship;0.0219;pedestal, plinth, footstall;0.0202;yawl;0.0194;black stork, Ciconia nigra;0.0178;grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus;0.0134;pirate, pirate ship;0.0220;pedestal, plinth, footstall;0.0204;yawl;0.0185;black stork, Ciconia nigra;0.0181;cleaver, meat cleaver, chopper;0.0133;pirate, pirate ship;0.0221;pedestal, plinth, footstall;0.0201;yawl;0.0185;black stork, Ciconia nigra;0.0181;cleaver, meat cleaver, chopper;0.0132;pirate, pirate ship;0.0220;pedestal, plinth, footstall;0.0202;yawl;0.0185;black stork, Ciconia nigra;0.0181;cleaver, meat cleaver, chopper;0.0132;pirate, pirate ship;0.0221;pedestal, plinth, footstall;0.0201;yawl;0.0185;black stork, Ciconia nigra;0.0181;cleaver, meat cleaver, chopper;0.0132;13;35;199;188;14;36;134;130;14;35;120;140;2;16;219;206;49;45;85;74
30;0.7000;matchstick;0.0384;spotlight, spot;0.0302;lighter, light, igniter, ignitor;0.0188;ping-pong ball;0.0179;tennis ball;0.0177;spotlight, spot;0.0536;hair spray;0.0487;saltshaker, salt shaker;0.0385;ping-pong ball;0.0353;langur;0.0343;baseball;0.0634;hair spray;0.0603;spotlight, spot;0.0566;tennis ball;0.0322;ping-pong ball;0.0274;spotlight, spot;0.0371;bubble;0.0320;syringe;0.0293;conch;0.0252;tennis ball;0.0239;spotlight, spot;0.1153;bubble;0.0479;tennis ball;0.0236;matchstick;0.0205;lighter, light, igniter, ignitor;0.0205;1;2;222;222;2;2;221;222;2;2;221;221;2;2;217;220;48;1;174;222
30;0.7000;maraca;0.0873;lotion;0.0632;croquet ball;0.0619;hair spray;0.0587;sunscreen, sunblock, sun blocker;0.0531;lotion;0.2705;hair spray;0.1917;sunscreen, sunblock, sun blocker;0.1533;croquet ball;0.0368;maraca;0.0247;lotion;0.1408;sunscreen, sunblock, sun blocker;0.0940;maraca;0.0916;hair spray;0.0911;croquet ball;0.0837;lotion;0.1148;maraca;0.1092;croquet ball;0.0924;hair spray;0.0804;sunscreen, sunblock, sun blocker;0.0764;lotion;0.3173;hair spray;0.1994;sunscreen, sunblock, sun blocker;0.1585;croquet ball;0.0342;maraca;0.0274;5;38;173;80;5;38;134;80;5;38;55;55;5;43;134;75;5;37;173;90
30;0.7000;baseball;0.0701;tennis ball;0.0345;golf ball;0.0316;ant, emmet, pismire;0.0282;snail;0.0270;golf ball;0.0808;baseball;0.0746;tennis ball;0.0492;axolotl, mud puppy, Ambystoma mexicanum;0.0152;goldfish, Carassius auratus;0.0146;golf ball;0.0469;tennis ball;0.0359;baseball;0.0312;ant, emmet, pismire;0.0235;lycaenid, lycaenid butterfly;0.0230;baseball;0.0774;golf ball;0.0721;tennis ball;0.0450;axolotl, mud puppy, Ambystoma mexicanum;0.0168;goldfish, Carassius auratus;0.0167;baseball;0.0508;tennis ball;0.0336;axolotl, mud puppy, Ambystoma mexicanum;0.0311;lycaenid, lycaenid butterfly;0.0297;golf ball;0.0285;28;55;124;92;69;90;18;49;28;56;97;90;55;89;31;53;14;74;157;71
30;0.7000;nematode, nematode worm, roundworm;0.1795;vine snake;0.0687;golf ball;0.0347;dugong, Dugong dugon;0.0322;axolotl, mud puppy, Ambystoma mexicanum;0.0226;nematode, nematode worm, roundworm;0.1629;vine snake;0.0766;golf ball;0.0365;dugong, Dugong dugon;0.0222;green mamba;0.0195;nematode, nematode worm, roundworm;0.1804;vine snake;0.0771;golf ball;0.0340;dugong, Dugong dugon;0.0226;green mamba;0.0190;nematode, nematode worm, roundworm;0.5090;vine snake;0.0428;platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus;0.0191;barn spider, Araneus cavaticus;0.0173;dugong, Dugong dugon;0.0143;nematode, nematode worm, roundworm;0.3918;vine snake;0.0515;platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus;0.0225;barn spider, Araneus cavaticus;0.0173;dugong, Dugong dugon;0.0148;9;6;208;180;11;8;146;164;11;8;75;52;1;6;217;216;1;2;221;205
30;0.7000;matchstick;0.0569;eggnog;0.0443;hourglass;0.0297;lipstick, lip rouge;0.0252;Petri dish;0.0244;matchstick;0.0882;eggnog;0.0480;hourglass;0.0317;lipstick, lip rouge;0.0306;ping-pong ball;0.0228;matchstick;0.1652;eggnog;0.0545;lipstick, lip rouge;0.0295;hourglass;0.0240;spotlight, spot;0.0238;matchstick;0.0879;eggnog;0.0479;hourglass;0.0318;lipstick, lip rouge;0.0307;ping-pong ball;0.0228;matchstick;0.0875;eggnog;0.0477;hourglass;0.0318;lipstick, lip rouge;0.0306;ping-pong ball;0.0229;2;2;221;222;25;79;107;144;8;46;187;177;8;215;26;9;7;41;158;182
30;0.7000;lycaenid, lycaenid butterfly;0.0261;ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle;0.0221;lacewing, lacewing fly;0.0162;hummingbird;0.0151;goldfinch, Carduelis carduelis;0.0146;lycaenid, lycaenid butterfly;0.0256;ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle;0.0224;lacewing, lacewing fly;0.0167;spider web, spider's web;0.0160;black and gold garden spider, Argiope aurantia;0.0148;lycaenid, lycaenid butterfly;0.0258;ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle;0.0219;lacewing, lacewing fly;0.0168;spider web, spider's web;0.0156;bulbul;0.0149;lycaenid, lycaenid butterfly;0.0259;ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle;0.0230;hummingbird;0.0157;lacewing, lacewing fly;0.0151;goldfinch, Carduelis carduelis;0.0150;ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle;0.0252;lacewing, lacewing fly;0.0232;lycaenid, lycaenid butterfly;0.0219;black and gold garden spider, Argiope aurantia;0.0188;spider web, spider's web;0.0186;4;4;217;214;3;4;220;217;2;4;220;218;4;2;215;130;26;4;197;218
30;0.8000;black stork, Ciconia nigra;0.0284;kite;0.0220;bald eagle, American eagle, Haliaeetus leucocephalus;0.0193;dowitcher;0.0186;redshank, Tringa totanus;0.0133;black stork, Ciconia nigra;0.0241;cleaver, meat cleaver, chopper;0.0234;dowitcher;0.0171;kite;0.0129;red-breasted merganser, Mergus serrator;0.0112;cleaver, meat cleaver, chopper;0.0238;black stork, Ciconia nigra;0.0179;kite;0.0131;Arctic fox, white fox, Alopex lagopus;0.0106;bald eagle, American eagle, Haliaeetus leucocephalus;0.0099;black stork, Ciconia nigra;0.0221;cleaver, meat cleaver, chopper;0.0202;kite;0.0130;dowitcher;0.0128;red-breasted merganser, Mergus serrator;0.0103;black stork, Ciconia nigra;0.0272;dowitcher;0.0187;kite;0.0186;bald eagle, American eagle, Haliaeetus leucocephalus;0.0156;cleaver, meat cleaver, chopper;0.0139;7;10;179;201;47;14;133;100;6;79;3;1;7;14;182;129;5;8;161;180
30;0.8000;cleaver, meat cleaver, chopper;0.0645;ballpoint, ballpoint pen, ballpen, Biro;0.0307;screw;0.0269;black grouse;0.0197;spatula;0.0176;black grouse;0.0545;Arctic fox, white fox, Alopex lagopus;0.0285;cleaver, meat cleaver, chopper;0.0195;ski;0.0186;puck, hockey puck;0.0137;cleaver, meat cleaver, chopper;0.0255;black grouse;0.0242;Arctic fox, white fox, Alopex lagopus;0.0208;ballpoint, ballpoint pen, ballpen, Biro;0.0187;ski;0.0176;cleaver, meat cleaver, chopper;0.0435;black grouse;0.0236;hatchet;0.0127;assault rifle, assault gun;0.0127;revolver, six-gun, six-shooter;0.0125;cleaver, meat cleaver, chopper;0.0711;black grouse;0.0204;spatula;0.0179;hatchet;0.0178;ballpoint, ballpoint pen, ballpen, Biro;0.0172;2;39;219;92;18;50;4;11;18;2;204;213;2;36;219;29;20;37;26;26
30;0.8000;pill bottle;0.0528;matchstick;0.0359;Band Aid;0.0293;lighter, light, igniter, ignitor;0.0212;hourglass;0.0195;Band Aid;0.0282;lighter, light, igniter, ignitor;0.0251;matchstick;0.0236;pill bottle;0.0230;hourglass;0.0219;pill bottle;0.0785;matchstick;0.0316;hourglass;0.0217;milk can;0.0206;Band Aid;0.0192;Band Aid;0.0407;pill bottle;0.0402;lighter, light, igniter, ignitor;0.0345;rule, ruler;0.0231;matchstick;0.0207;Band Aid;0.0315;lacewing, lacewing fly;0.0241;lighter, light, igniter, ignitor;0.0224;pill bottle;0.0208;rule, ruler;0.0198;2;5;218;218;38;4;179;215;30;47;53;29;30;5;189;210;30;64;14;20
30;0.8000;matchstick;0.0600;hourglass;0.0580;espresso;0.0448;ballpoint, ballpoint pen, ballpen, Biro;0.0445;eggnog;0.0408;ping-pong ball;0.0783;pill bottle;0.0608;matchstick;0.0514;ballpoint, ballpoint pen, ballpen, Biro;0.0333;hourglass;0.0324;matchstick;0.0504;rubber eraser, rubber, pencil eraser;0.0497;eggnog;0.0448;ballpoint, ballpoint pen, ballpen, Biro;0.0395;ping-pong ball;0.0337;matchstick;0.0458;ping-pong ball;0.0407;eggnog;0.0363;pill bottle;0.0340;ballpoint, ballpoint pen, ballpen, Biro;0.0267;matchstick;0.0470;eggnog;0.0448;ping-pong ball;0.0441;pill bottle;0.0375;rubber eraser, rubber, pencil eraser;0.0256;2;29;96;62;8;29;207;70;2;58;20;24;2;31;87;56;17;29;80;70
30;0.8000;matchstick;0.1403;ballpoint, ballpoint pen, ballpen, Biro;0.1021;lipstick, lip rouge;0.0606;Band Aid;0.0474;lighter, light, igniter, ignitor;0.0416;matchstick;0.2063;ballpoint, ballpoint pen, ballpen, Biro;0.0422;lighter, light, igniter, ignitor;0.0397;lipstick, lip rouge;0.0376;Band Aid;0.0326;matchstick;0.1056;pill bottle;0.0492;hourglass;0.0440;lipstick, lip rouge;0.0356;lighter, light, igniter, ignitor;0.0320;ballpoint, ballpoint pen, ballpen, Biro;0.1651;matchstick;0.1463;Band Aid;0.0662;lipstick, lip rouge;0.0396;lighter, light, igniter, ignitor;0.0366;lipstick, lip rouge;0.0996;matchstick;0.0718;ballpoint, ballpoint pen, ballpen, Biro;0.0564;Band Aid;0.0353;loupe, jeweler's loupe;0.0297;67;97;148;58;51;51;29;56;24;52;192;171;75;95;7;9;39;4;179;219
30;0.8000;American egret, great white heron, Egretta albus;0.0493;lakeside, lakeshore;0.0142;ballpoint, ballpoint pen, ballpen, Biro;0.0141;tennis ball;0.0128;sulphur-crested cockatoo, Kakatoe galerita, Cacatua galerita;0.0113;ballpoint, ballpoint pen, ballpen, Biro;0.0344;tennis ball;0.0180;syringe;0.0169;American egret, great white heron, Egretta albus;0.0141;rubber eraser, rubber, pencil eraser;0.0138;ballpoint, ballpoint pen, ballpen, Biro;0.1400;rubber eraser, rubber, pencil eraser;0.0317;syringe;0.0311;tennis ball;0.0218;lens cap, lens cover;0.0152;ballpoint, ballpoint pen, ballpen, Biro;0.0716;tennis ball;0.0263;syringe;0.0218;rubber eraser, rubber, pencil eraser;0.0202;lens cap, lens cover;0.0175;ballpoint, ballpoint pen, ballpen, Biro;0.1167;syringe;0.0232;rubber eraser, rubber, pencil eraser;0.0222;tennis ball;0.0209;lens cap, lens cover;0.0154;43;67;159;127;64;67;88;143;5;3;159;216;2;54;212;164;2;58;212;159
30;0.8000;matchstick;0.0805;ping-pong ball;0.0315;lighter, light, igniter, ignitor;0.0305;ballpoint, ballpoint pen, ballpen, Biro;0.0272;torch;0.0166;matchstick;0.0480;whiskey jug;0.0345;ping-pong ball;0.0236;black grouse;0.0191;ballpoint, ballpoint pen, ballpen, Biro;0.0159;matchstick;0.0405;whiskey jug;0.0342;ping-pong ball;0.0253;black grouse;0.0188;pill bottle;0.0162;matchstick;0.1411;ballpoint, ballpoint pen, ballpen, Biro;0.0350;lighter, light, igniter, ignitor;0.0253;nail;0.0216;ping-pong ball;0.0216;matchstick;0.0912;ping-pong ball;0.0436;ballpoint, ballpoint pen, ballpen, Biro;0.0237;hair spray;0.0167;whiskey jug;0.0166;26;38;195;181;16;32;206;188;30;68;44;6;26;66;169;154;71;70;3;3
30;0.8000;lipstick, lip rouge;0.1189;hair spray;0.0670;rubber eraser, rubber, pencil eraser;0.0504;ballpoint, ballpoint pen, ballpen, Biro;0.0470;matchstick;0.0335;matchstick;0.1001;lipstick, lip rouge;0.0589;hair spray;0.0425;lighter, light, igniter, ignitor;0.0419;rubber eraser, rubber, pencil eraser;0.0275;lipstick, lip rouge;0.1262;hair spray;0.0657;ballpoint, ballpoint pen, ballpen, Biro;0.0497;rubber eraser, rubber, pencil eraser;0.0382;matchstick;0.0263;lighter, light, igniter, ignitor;0.0695;spotlight, spot;0.0353;matchstick;0.0337;lipstick, lip rouge;0.0325;paintbrush;0.0295;lipstick, lip rouge;0.1082;hair spray;0.0613;rubber eraser, rubber, pencil eraser;0.0466;ballpoint, ballpoint pen, ballpen, Biro;0.0441;lighter, light, igniter, ignitor;0.0406;54;13;23;79;56;13;104;185;54;12;112;211;49;13;166;185;54;13;99;207
30;0.8000;cleaver, meat cleaver, chopper;0.0594;goldfish, Carassius auratus;0.0394;ballpoint, ballpoint pen, ballpen, Biro;0.0330;jacamar;0.0318;hatchet;0.0183;goldfish, Carassius auratus;0.1946;whistle;0.0472;cleaver, meat cleaver, chopper;0.0337;axolotl, mud puppy, Ambystoma mexicanum;0.0214;spatula;0.0206;cleaver, meat cleaver, chopper;0.0650;goldfish, Carassius auratus;0.0607;ballpoint, ballpoint pen, ballpen, Biro;0.0240;hatchet;0.0201;whistle;0.0199;cleaver, meat cleaver, chopper;0.0520;goldfish, Carassius auratus;0.0514;jacamar;0.0308;ballpoint, ballpoint pen, ballpen, Biro;0.0283;hatchet;0.0275;goldfish, Carassius auratus;0.1656;whistle;0.0581;ocarina, sweet potato;0.0441;cleaver, meat cleaver, chopper;0.0357;spatula;0.0204;59;54;8;48;46;67;3;1;46;39;41;44;44;29;178;152;2;38;220;182
30;0.8000;matchstick;0.1056;goldfish, Carassius auratus;0.0634;consomme;0.0545;candle, taper, wax light;0.0346;eggnog;0.0323;matchstick;0.0876;goldfish, Carassius auratus;0.0686;consomme;0.0536;candle, taper, wax light;0.0286;eggnog;0.0230;matchstick;0.0670;goldfish, Carassius auratus;0.0650;consomme;0.0345;lighter, light, igniter, ignitor;0.0235;candle, taper, wax light;0.0221;matchstick;0.0947;goldfish, Carassius auratus;0.0743;consomme;0.0478;candle, taper, wax light;0.0243;eggnog;0.0216;matchstick;0.0652;goldfish, Carassius auratus;0.0613;consomme;0.0352;Persian cat;0.0236;candle, taper, wax light;0.0225;10;13;5;36;16;1;197;181;7;13;174;157;43;2;170;180;11;49;201;129
30;0.8000;lycaenid, lycaenid butterfly;0.1164;ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle;0.1026;lacewing, lacewing fly;0.0887;ant, emmet, pismire;0.0492;leaf beetle, chrysomelid;0.0448;lycaenid, lycaenid butterfly;0.1408;ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle;0.1135;lacewing, lacewing fly;0.1050;spider web, spider's web;0.0843;garden spider, Aranea diademata;0.0622;ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle;0.0556;lacewing, lacewing fly;0.0490;lycaenid, lycaenid butterfly;0.0459;black and gold garden spider, Argiope aurantia;0.0437;damselfly;0.0366;lycaenid, lycaenid butterfly;0.0876;lacewing, lacewing fly;0.0525;damselfly;0.0458;ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle;0.0455;black and gold garden spider, Argiope aurantia;0.0439;spider web, spider's web;0.1670;lycaenid, lycaenid butterfly;0.1177;garden spider, Aranea diademata;0.1138;barn spider, Araneus cavaticus;0.1122;lacewing, lacewing fly;0.0768;47;28;42;76;51;44;165;145;35;28;55;80;51;44;38;48;35;28;54;73
30;0.8000;American chameleon, anole, Anolis carolinensis;0.1070;green lizard, Lacerta viridis;0.0481;vine snake;0.0390;lacewing, lacewing fly;0.0214;weevil;0.0212;ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle;0.0346;lacewing, lacewing fly;0.0303;lycaenid, lycaenid butterfly;0.0269;American chameleon, anole, Anolis carolinensis;0.0215;damselfly;0.0205;yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum;0.0318;vine snake;0.0303;American chameleon, anole, Anolis carolinensis;0.0275;snail;0.0256;lacewing, lacewing fly;0.0211;ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle;0.0270;jacamar;0.0257;vine snake;0.0256;lycaenid, lycaenid butterfly;0.0239;American chameleon, anole, Anolis carolinensis;0.0189;ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle;0.0433;lycaenid, lycaenid butterfly;0.0359;lacewing, lacewing fly;0.0313;matchstick;0.0297;damselfly;0.0280;53;17;71;97;52;14;73;94;34;15;88;91;23;2;33;105;34;66;32;38
30;0.8000;hourglass;0.0632;hair spray;0.0451;langur;0.0305;matchstick;0.0280;barn spider, Araneus cavaticus;0.0221;hourglass;0.0614;matchstick;0.0602;hair spray;0.0451;barn spider, Araneus cavaticus;0.0373;spotlight, spot;0.0181;hourglass;0.0912;hair spray;0.0517;matchstick;0.0298;barn spider, Araneus cavaticus;0.0270;Windsor tie;0.0250;hourglass;0.0696;hair spray;0.0499;matchstick;0.0394;barn spider, Araneus cavaticus;0.0250;Windsor tie;0.0159;hourglass;0.0666;hair spray;0.0492;matchstick;0.0344;barn spider, Araneus cavaticus;0.0323;Windsor tie;0.0184;44;2;178;154;3;1;219;222;2;216;11;7;4;198;94;23;53;32;123;191
30;0.8000;boathouse;0.0758;lakeside, lakeshore;0.0476;worm fence, snake fence, snake-rail fence, Virginia fence;0.0296;steel arch bridge;0.0272;planetarium;0.0221;punching bag, punch bag, punching ball, punchball;0.0291;spotlight, spot;0.0237;hair spray;0.0163;modem;0.0156;binoculars, field glasses, opera glasses;0.0152;spotlight, spot;0.0243;punching bag, punch bag, punching ball, punchball;0.0223;hair spray;0.0196;abaya;0.0182;milk can;0.0165;barn spider, Araneus cavaticus;0.0261;platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus;0.0225;dugong, Dugong dugon;0.0198;fox squirrel, eastern fox squirrel, Sciurus niger;0.0118;limpkin, Aramus pictus;0.0118;spotlight, spot;0.0238;punching bag, punch bag, punching ball, punchball;0.0209;milk can;0.0142;mobile home, manufactured home;0.0133;barn spider, Araneus cavaticus;0.0129;79;50;6;24;51;68;89;46;68;51;17;45;52;52;33;156;76;33;9;44
30;0.8000;rapeseed;0.0811;hartebeest;0.0569;African elephant, Loxodonta africana;0.0199;black grouse;0.0173;sunscreen, sunblock, sun blocker;0.0129;rapeseed;0.0648;hartebeest;0.0624;African elephant, Loxodonta africana;0.0219;black grouse;0.0169;sunscreen, sunblock, sun blocker;0.0151;hartebeest;0.0764;rapeseed;0.0644;black grouse;0.0215;African elephant, Loxodonta africana;0.0182;gazelle;0.0145;hartebeest;0.0764;rapeseed;0.0644;black grouse;0.0215;African elephant, Loxodonta africana;0.0182;gazelle;0.0145;hartebeest;0.0732;rapeseed;0.0635;African elephant, Loxodonta africana;0.0194;black grouse;0.0190;gazelle;0.0137;28;67;102;135;2;66;221;156;3;65;210;158;22;65;190;158;21;55;202;166
30;0.8000;geyser;0.0778;grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus;0.0683;great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias;0.0609;jellyfish;0.0358;dugong, Dugong dugon;0.0265;grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus;0.0779;dugong, Dugong dugon;0.0650;great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias;0.0389;killer whale, killer, orca, grampus, sea wolf, Orcinus orca;0.0273;ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus;0.0213;great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias;0.0528;geyser;0.0389;hammerhead, hammerhead shark;0.0236;grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus;0.0227;spotlight, spot;0.0208;grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus;0.0683;dugong, Dugong dugon;0.0535;great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias;0.0402;killer whale, killer, orca, grampus, sea wolf, Orcinus orca;0.0316;sea lion;0.0241;great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias;0.0539;dugong, Dugong dugon;0.0444;grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus;0.0405;hammerhead, hammerhead shark;0.0357;geyser;0.0306;41;11;100;203;19;30;198;192;38;63;35;16;45;71;171;145;15;17;201;201
30;0.8000;matchstick;0.3276;spotlight, spot;0.1347;lighter, light, igniter, ignitor;0.0767;lampshade, lamp shade;0.0571;hourglass;0.0508;matchstick;0.2403;lighter, light, igniter, ignitor;0.2159;spotlight, spot;0.0556;hourglass;0.0227;quill, quill pen;0.0171;matchstick;0.2519;lighter, light, igniter, ignitor;0.1457;spotlight, spot;0.0596;hourglass;0.0423;digital clock;0.0246;matchstick;0.2212;lighter, light, igniter, ignitor;0.1909;spotlight, spot;0.0927;hourglass;0.0516;digital clock;0.0173;matchstick;0.2610;lighter, light, igniter, ignitor;0.2019;spotlight, spot;0.0463;hourglass;0.0262;lens cap, lens cover;0.0178;28;50;65;138;3;9;206;214;10;3;161;211;6;2;207;221;8;3;83;210
