sigma;thres;class1;score1;x1;y1;w1;h1;class2;score2;x2;y2;w2;h2;class3;score3;x3;y3;w3;h3;class4;score4;x4;y4;w4;h4;class5;score5;x5;y5;w5;h5
1;0.8000;spotlight, spot;0.2180;74;59;84;142;velvet;0.1336;85;136;1;1;nematode, nematode worm, roundworm;0.0855;85;136;1;1;digital clock;0.0380;1;0;225;227;Granny Smith;0.0369;3;1;79;225
1;0.8000;barn spider, Araneus cavaticus;0.2082;48;88;101;61;grey fox, gray fox, Urocyon cinereoargenteus;0.1187;53;59;174;87;isopod;0.1123;45;85;2;2;fox squirrel, eastern fox squirrel, Sciurus niger;0.0630;68;5;159;165;chiton, coat-of-mail shell, sea cradle, polyplacophore;0.0256;38;87;7;6
1;0.8000;knee pad;0.3538;52;95;158;54;mouse, computer mouse;0.0691;60;3;167;181;cellular telephone, cellular phone, cellphone, cell, mobile phone;0.0677;44;3;183;180;hand-held computer, hand-held microcomputer;0.0457;46;68;2;2;digital watch;0.0390;159;138;39;45
1;0.8000;platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus;0.1240;93;72;48;41;spider monkey, Ateles geoffroyi;0.0610;86;86;32;23;titi, titi monkey;0.0582;6;22;170;205;barn spider, Araneus cavaticus;0.0493;99;97;8;3;vine snake;0.0384;78;55;57;64
1;0.8000;black-footed ferret, ferret, Mustela nigripes;0.4246;112;34;43;58;weasel;0.1913;92;52;85;72;meerkat, mierkat;0.0727;101;52;76;107;polecat, fitch, foulmart, foumart, Mustela putorius;0.0453;31;45;72;79;squirrel monkey, Saimiri sciureus;0.0371;37;43;140;116
1;0.8000;indri, indris, Indri indri, Indri brevicaudatus;0.1852;78;43;66;119;Madagascar cat, ring-tailed lemur, Lemur catta;0.1463;97;97;53;76;spider monkey, Ateles geoffroyi;0.1153;76;172;26;32;guenon, guenon monkey;0.1071;65;46;37;141;titi, titi monkey;0.1001;40;43;2;2
1;0.8000;colobus, colobus monkey;0.1916;52;37;149;113;patas, hussar monkey, Erythrocebus patas;0.1046;99;50;10;12;spider monkey, Ateles geoffroyi;0.1026;50;62;2;1;guenon, guenon monkey;0.0822;99;50;72;35;orangutan, orang, orangutang, Pongo pygmaeus;0.0758;60;81;1;1
1;0.8000;yawl;0.9374;122;22;16;78;schooner;0.0409;131;73;9;27;trimaran;0.0150;137;74;3;6;catamaran;0.0040;137;76;3;4;pirate, pirate ship;0.0006;128;89;11;74
1;0.8000;patas, hussar monkey, Erythrocebus patas;0.2238;88;53;90;82;macaque;0.1615;81;75;1;3;Chihuahua;0.0902;85;43;61;23;langur;0.0709;45;47;101;20;proboscis monkey, Nasalis larvatus;0.0702;88;43;44;22
1;0.8000;passenger car, coach, carriage;0.1450;46;60;104;99;moving van;0.1365;6;183;2;1;digital clock;0.1174;6;1;219;183;minibus;0.1012;6;106;119;78;limousine, limo;0.0602;6;26;116;158
1;0.8000;wood rabbit, cottontail, cottontail rabbit;0.2502;79;96;75;42;dhole, Cuon alpinus;0.1621;16;85;134;139;orangutan, orang, orangutang, Pongo pygmaeus;0.1014;70;59;1;1;Sussex spaniel;0.0954;131;111;26;36;fox squirrel, eastern fox squirrel, Sciurus niger;0.0552;53;98;20;39
1;0.8000;platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus;0.9192;80;71;109;113;isopod;0.0238;107;58;26;13;bittern;0.0101;103;53;30;25;limpkin, Aramus pictus;0.0053;103;58;30;19;dugong, Dugong dugon;0.0037;107;66;110;158
1;0.8000;strawberry;0.6574;68;49;104;110;bell pepper;0.1210;82;114;10;12;hip, rose hip, rosehip;0.0565;3;6;183;221;Granny Smith;0.0326;85;114;7;10;fig;0.0271;8;114;84;113
1;0.8000;wood rabbit, cottontail, cottontail rabbit;0.2028;139;117;29;32;fox squirrel, eastern fox squirrel, Sciurus niger;0.0360;60;91;1;1;cheetah, chetah, Acinonyx jubatus;0.0347;40;34;3;5;hare;0.0336;13;23;214;202;coyote, prairie wolf, brush wolf, Canis latrans;0.0327;56;70;2;4
10;0.5000;nematode, nematode worm, roundworm;0.2328;48;56;178;164;sidewinder, horned rattlesnake, Crotalus cerastes;0.1117;0;0;227;227;platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus;0.1037;0;0;227;227;horned viper, cerastes, sand viper, horned asp, Cerastes cornutus;0.0536;0;0;227;227;sea snake;0.0403;0;0;227;227
10;0.5000;assault rifle, assault gun;0.0960;0;0;227;227;alp;0.0883;0;0;226;165;tripod;0.0665;19;51;35;36;nail;0.0399;0;0;227;227;coyote, prairie wolf, brush wolf, Canis latrans;0.0339;2;40;188;123
10;0.5000;Shetland sheepdog, Shetland sheep dog, Shetland;0.8197;0;0;227;227;collie;0.1473;0;0;227;227;papillon;0.0101;0;0;227;227;Pembroke, Pembroke Welsh corgi;0.0036;0;0;227;227;Cardigan, Cardigan Welsh corgi;0.0033;0;1;227;226
10;0.5000;consomme;0.6035;0;0;227;227;eggnog;0.1453;34;46;92;98;cup;0.0908;0;0;227;227;soup bowl;0.0849;0;0;227;227;espresso;0.0212;0;0;227;227
10;0.5000;hourglass;0.2147;0;0;227;227;pick, plectrum, plectron;0.0429;18;53;170;174;cockroach, roach;0.0257;0;0;227;227;drumstick;0.0208;0;0;227;227;cellular telephone, cellular phone, cellphone, cell, mobile phone;0.0199;30;53;158;174
10;0.5000;sidewinder, horned rattlesnake, Crotalus cerastes;0.3761;0;0;227;227;water snake;0.1590;43;61;10;16;ringneck snake, ring-necked snake, ring snake;0.1340;0;0;227;227;horned viper, cerastes, sand viper, horned asp, Cerastes cornutus;0.0991;0;0;227;227;thunder snake, worm snake, Carphophis amoenus;0.0605;41;45;184;105
10;0.5000;screw;0.1052;0;0;227;226;radiator;0.0460;0;0;227;227;milk can;0.0411;0;0;227;227;binoculars, field glasses, opera glasses;0.0347;0;0;227;227;assault rifle, assault gun;0.0268;0;1;227;226
10;0.5000;tennis ball;0.1926;0;0;227;227;pick, plectrum, plectron;0.1065;0;0;227;227;rubber eraser, rubber, pencil eraser;0.1028;5;0;58;89;lipstick, lip rouge;0.0589;0;0;227;227;face powder;0.0583;5;0;203;105
10;0.5000;birdhouse;0.3519;0;0;226;227;table lamp;0.1281;0;0;227;227;ocarina, sweet potato;0.1106;0;0;227;227;dining table, board;0.0192;51;24;175;200;worm fence, snake fence, snake-rail fence, Virginia fence;0.0184;0;0;227;227
10;0.5000;hamster;0.2269;5;0;216;217;Pomeranian;0.1759;0;0;227;227;Maltese dog, Maltese terrier, Maltese;0.1258;0;0;227;227;toy poodle;0.0987;0;0;227;227;weasel;0.0510;0;0;227;227
10;0.5000;rock beauty, Holocanthus tricolor;0.2849;2;0;225;227;lemon;0.1953;0;0;227;227;axolotl, mud puppy, Ambystoma mexicanum;0.1029;0;0;227;227;spaghetti squash;0.0860;27;26;179;201;fig;0.0619;39;35;43;53
10;0.5000;dingo, warrigal, warragal, Canis dingo;0.6677;0;0;215;227;red wolf, maned wolf, Canis rufus, Canis niger;0.0675;18;0;204;224;kit fox, Vulpes macrotis;0.0321;33;60;189;162;timber wolf, grey wolf, gray wolf, Canis lupus;0.0225;50;72;24;35;Eskimo dog, husky;0.0178;0;0;226;227
10;0.5000;patas, hussar monkey, Erythrocebus patas;0.8170;0;0;227;227;guenon, guenon monkey;0.1211;0;0;227;227;macaque;0.0181;0;0;227;227;colobus, colobus monkey;0.0153;0;0;227;227;proboscis monkey, Nasalis larvatus;0.0134;0;0;227;227
10;0.5000;recreational vehicle, RV, R.V.;0.5565;0;0;227;227;moving van;0.2750;4;43;221;179;mobile home, manufactured home;0.1106;44;48;158;129;trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi;0.0223;28;53;94;50;ambulance;0.0063;0;1;227;224
10;0.5000;trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi;0.3510;7;19;220;150;tractor;0.1461;0;0;227;227;harvester, reaper;0.1409;0;0;227;227;thresher, thrasher, threshing machine;0.1295;0;0;227;227;web site, website, internet site, site;0.0515;0;0;227;227
10;0.5000;grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus;0.5754;0;0;227;227;sea lion;0.0536;36;54;40;64;platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus;0.0447;0;5;141;190;nematode, nematode worm, roundworm;0.0277;0;0;227;227;hippopotamus, hippo, river horse, Hippopotamus amphibius;0.0237;6;45;117;182
10;0.5000;fire screen, fireguard;0.1145;0;0;227;227;digital clock;0.0652;0;0;227;227;guillotine;0.0411;0;0;227;227;prison, prison house;0.0247;0;0;227;227;lighter, light, igniter, ignitor;0.0242;0;0;227;227
10;0.5000;flatworm, platyhelminth;0.2495;1;0;223;154;nematode, nematode worm, roundworm;0.1541;0;0;227;227;hook, claw;0.1196;0;0;227;227;nail;0.0828;1;0;226;227;slug;0.0567;0;0;227;227
10;0.5000;pencil sharpener;0.5328;0;0;227;227;switch, electric switch, electrical switch;0.2482;0;0;227;227;cassette player;0.0255;0;0;227;227;digital clock;0.0171;0;0;227;227;remote control, remote;0.0134;0;0;227;227
10;0.5000;nematode, nematode worm, roundworm;0.2199;0;0;227;227;tick;0.2166;0;0;227;227;ant, emmet, pismire;0.0999;0;0;227;227;barn spider, Araneus cavaticus;0.0500;0;0;227;227;knot;0.0458;0;0;227;227
10;0.5000;fox squirrel, eastern fox squirrel, Sciurus niger;0.2026;0;0;227;227;three-toed sloth, ai, Bradypus tridactylus;0.1820;0;0;227;227;marmoset;0.1360;0;0;227;227;junco, snowbird;0.0948;0;0;227;227;wood rabbit, cottontail, cottontail rabbit;0.0610;0;0;227;227
10;0.5000;assault rifle, assault gun;0.2051;4;43;204;172;chain saw, chainsaw;0.0733;59;47;167;74;bulletproof vest;0.0503;0;0;227;227;ballplayer, baseball player;0.0229;0;0;227;227;chain;0.0149;0;0;227;227
10;0.5000;Granny Smith;0.6003;0;0;227;227;bell pepper;0.3955;0;0;227;227;cucumber, cuke;0.0012;0;0;227;227;fig;0.0009;0;0;227;227;acorn;0.0003;0;0;227;227
10;0.5000;planetarium;0.9783;0;0;227;227;dome;0.0075;0;0;227;227;crash helmet;0.0061;3;1;223;207;mosque;0.0031;0;0;227;227;football helmet;0.0007;0;0;227;227
10;0.5000;black grouse;0.3678;11;16;188;158;prairie chicken, prairie grouse, prairie fowl;0.2205;0;0;227;227;cheetah, chetah, Acinonyx jubatus;0.0776;0;0;227;227;ruffed grouse, partridge, Bonasa umbellus;0.0591;0;0;227;227;hyena, hyaena;0.0382;0;0;227;227
10;0.5000;table lamp;0.8582;0;0;227;227;birdhouse;0.0195;0;0;227;227;lampshade, lamp shade;0.0179;0;0;227;227;stove;0.0178;0;0;227;227;joystick;0.0146;0;0;227;227
10;0.5000;Arctic fox, white fox, Alopex lagopus;0.2893;0;3;227;224;ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus;0.2661;0;0;227;227;white wolf, Arctic wolf, Canis lupus tundrarum;0.1948;0;0;227;227;timber wolf, grey wolf, gray wolf, Canis lupus;0.1056;0;11;186;202;Great Pyrenees;0.0106;41;47;115;115
10;0.5000;English foxhound;0.4740;11;25;215;198;Walker hound, Walker foxhound;0.4452;18;6;209;221;beagle;0.0694;0;0;227;227;EntleBucher;0.0025;1;0;226;227;Cardigan, Cardigan Welsh corgi;0.0022;0;0;227;227
10;0.5000;pick, plectrum, plectron;0.2783;0;0;227;227;vine snake;0.1751;0;0;227;227;green mamba;0.1384;0;0;227;227;zucchini, courgette;0.0899;0;0;227;227;cucumber, cuke;0.0669;0;0;227;227
10;0.5000;pill bottle;0.2707;0;0;227;227;mailbox, letter box;0.0675;0;1;227;226;space heater;0.0380;0;7;218;219;birdhouse;0.0265;40;46;26;35;pedestal, plinth, footstall;0.0263;0;0;227;227
10;0.5000;cabbage butterfly;0.9287;0;0;227;227;daisy;0.0234;3;0;221;206;ant, emmet, pismire;0.0195;3;0;223;226;sulphur butterfly, sulfur butterfly;0.0059;0;0;227;227;bee;0.0045;3;2;217;220
10;0.5000;go-kart;0.3198;0;0;227;227;motor scooter, scooter;0.2025;0;0;227;227;snowmobile;0.1619;0;0;227;227;amphibian, amphibious vehicle;0.0641;0;0;227;227;speedboat;0.0512;7;53;184;71
10;0.5000;weasel;0.1939;0;0;227;227;otter;0.1895;0;0;227;227;mink;0.1625;0;0;227;227;polecat, fitch, foulmart, foumart, Mustela putorius;0.1052;0;0;227;227;black-footed ferret, ferret, Mustela nigripes;0.0665;39;0;127;194
10;0.5000;screen, CRT screen;0.1597;0;0;227;227;loupe, jeweler's loupe;0.0999;40;51;84;54;fire screen, fireguard;0.0764;1;0;226;227;cleaver, meat cleaver, chopper;0.0566;22;16;203;206;chain saw, chainsaw;0.0430;1;3;221;218
10;0.5000;half track;0.9912;1;48;216;168;tank, army tank, armored combat vehicle, armoured combat vehicle;0.0059;28;11;169;166;amphibian, amphibious vehicle;0.0022;34;11;175;197;thresher, thrasher, threshing machine;0.0001;1;0;226;227;steam locomotive;0.0001;3;7;224;218
10;0.5000;nipple;0.1506;22;2;196;224;patas, hussar monkey, Erythrocebus patas;0.0700;9;0;218;227;hair spray;0.0533;52;6;59;82;pickelhaube;0.0458;0;0;227;227;proboscis monkey, Nasalis larvatus;0.0402;6;0;218;225
10;0.5000;ant, emmet, pismire;0.2699;0;0;227;227;barn spider, Araneus cavaticus;0.1119;40;64;23;27;ground beetle, carabid beetle;0.0807;1;3;210;224;dragonfly, darning needle, devil's darning needle, sewing needle, snake feeder, snake doctor, mosquito hawk, skeeter hawk;0.0766;0;0;227;227;damselfly;0.0547;39;64;23;29
10;0.5000;abacus;0.9158;0;0;227;227;accordion, piano accordion, squeeze box;0.0209;44;48;69;99;panpipe, pandean pipe, syrinx;0.0057;3;33;208;193;plate rack;0.0052;0;0;227;227;ear, spike, capitulum;0.0042;0;0;227;227
10;0.5000;velvet;0.3288;0;0;227;227;mailbag, postbag;0.0614;0;0;227;227;studio couch, day bed;0.0279;0;0;227;227;wallet, billfold, notecase, pocketbook;0.0275;0;0;227;227;breastplate, aegis, egis;0.0191;3;0;224;226
10;0.5000;tick;0.6759;30;4;186;197;ant, emmet, pismire;0.1232;24;25;44;77;barn spider, Araneus cavaticus;0.0546;0;0;227;227;snail;0.0355;3;0;187;209;electric ray, crampfish, numbfish, torpedo;0.0169;0;0;227;227
10;0.5000;neck brace;0.2545;63;68;132;36;toilet tissue, toilet paper, bathroom tissue;0.1269;0;0;227;227;nipple;0.1262;0;0;227;227;paper towel;0.0887;0;0;227;227;diaper, nappy, napkin;0.0273;0;35;227;192
10;0.5000;window shade;0.4658;0;0;227;227;radiator;0.2427;1;0;226;227;oil filter;0.1202;0;0;227;227;space heater;0.0539;13;0;197;224;modem;0.0110;51;47;36;16
10;0.5000;black stork, Ciconia nigra;0.4900;4;7;215;220;spoonbill;0.3129;36;51;73;85;crane;0.1434;32;33;20;21;limpkin, Aramus pictus;0.0205;0;0;227;227;hummingbird;0.0076;29;45;136;102
10;0.5000;miniature schnauzer;0.7243;0;0;227;227;standard schnauzer;0.0626;0;0;227;227;wire-haired fox terrier;0.0556;0;0;227;227;Norfolk terrier;0.0267;18;0;208;227;Norwich terrier;0.0192;0;0;227;227
10;0.5000;Leonberg;0.1713;62;63;125;138;bull mastiff;0.1649;3;0;224;227;Brabancon griffon;0.0733;0;0;227;227;bloodhound, sleuthhound;0.0632;0;0;227;227;flat-coated retriever;0.0433;1;0;226;227
10;0.5000;joystick;0.2677;0;0;227;227;iron, smoothing iron;0.2211;0;0;227;227;pencil sharpener;0.0518;0;52;215;172;switch, electric switch, electrical switch;0.0498;0;0;227;227;soap dispenser;0.0494;0;0;227;227
10;0.5000;freight car;0.3575;20;27;207;190;theater curtain, theatre curtain;0.3003;0;0;227;227;tobacco shop, tobacconist shop, tobacconist;0.1185;0;0;227;213;prayer rug, prayer mat;0.0618;0;0;227;227;cinema, movie theater, movie theatre, movie house, picture palace;0.0228;0;0;227;227
10;0.5000;English foxhound;0.3778;0;0;227;227;beagle;0.2009;0;0;227;227;Walker hound, Walker foxhound;0.1208;0;0;227;227;redbone;0.1113;0;0;227;227;Brittany spaniel;0.0260;0;0;227;227
10;0.5000;screen, CRT screen;0.4464;21;28;186;172;television, television system;0.2758;0;0;227;227;cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM;0.1511;0;0;227;227;monitor;0.0227;0;0;227;227;school bus;0.0217;0;0;227;227
10;0.5000;Windsor tie;0.7478;0;0;227;227;Loafer;0.0170;0;0;227;227;spatula;0.0118;15;3;209;223;polecat, fitch, foulmart, foumart, Mustela putorius;0.0115;5;13;218;214;radiator;0.0113;59;36;27;27
10;0.5000;jacamar;0.1349;24;18;202;203;common newt, Triturus vulgaris;0.0765;0;0;227;227;snail;0.0743;0;0;227;227;slug;0.0684;0;0;227;227;hummingbird;0.0575;0;0;227;227
10;0.5000;axolotl, mud puppy, Ambystoma mexicanum;1.0000;0;0;227;227;sea slug, nudibranch;0.0000;0;0;227;227;goldfish, Carassius auratus;0.0000;0;0;227;227;snail;0.0000;0;0;227;227;slug;0.0000;0;0;227;227
10;0.5000;switch, electric switch, electrical switch;0.9103;26;58;192;163;digital clock;0.0814;0;0;227;227;digital watch;0.0018;0;0;227;227;Band Aid;0.0013;0;0;227;227;combination lock;0.0011;0;0;227;227
10;0.5000;handkerchief, hankie, hanky, hankey;0.6860;0;0;227;227;plate;0.0263;0;0;227;227;strawberry;0.0211;24;43;182;170;envelope;0.0191;38;41;41;48;bib;0.0159;0;0;227;227
10;0.5000;nipple;0.4429;0;2;222;222;earthstar;0.0948;0;0;227;227;toy terrier;0.0464;0;0;227;227;oxygen mask;0.0302;5;0;222;227;polecat, fitch, foulmart, foumart, Mustela putorius;0.0272;0;0;227;227
10;0.5000;cab, hack, taxi, taxicab;0.7693;0;0;227;227;school bus;0.2058;24;38;46;55;moving van;0.0038;0;0;227;227;racer, race car, racing car;0.0037;0;0;227;227;sports car, sport car;0.0037;3;0;223;226
10;0.5000;Pomeranian;0.1900;0;0;227;227;Japanese spaniel;0.1336;0;0;227;227;Chihuahua;0.1141;32;17;180;138;Pekinese, Pekingese, Peke;0.0991;0;0;227;227;keeshond;0.0683;0;0;227;227
10;0.5000;stinkhorn, carrion fungus;0.5424;0;0;227;227;gyromitra;0.1024;59;39;38;25;weasel;0.0760;0;0;227;227;bolete;0.0483;52;30;96;119;earthstar;0.0361;39;22;103;153
10;0.5000;parallel bars, bars;0.1183;0;0;227;227;fire screen, fireguard;0.1122;3;5;162;214;tripod;0.0862;0;0;227;227;theater curtain, theatre curtain;0.0390;0;0;227;227;bannister, banister, balustrade, balusters, handrail;0.0263;29;45;76;134
10;0.5000;switch, electric switch, electrical switch;0.2049;44;18;115;190;lighter, light, igniter, ignitor;0.1400;0;0;227;227;knee pad;0.0805;47;67;3;10;whistle;0.0716;0;0;227;227;pencil sharpener;0.0610;0;0;227;227
10;0.5000;sweatshirt;0.4529;0;0;227;227;poncho;0.4199;3;1;224;224;bulletproof vest;0.0318;42;39;152;145;cloak;0.0207;52;39;146;154;chain mail, ring mail, mail, chain armor, chain armour, ring armor, ring armour;0.0134;36;4;191;223
10;0.5000;flat-coated retriever;0.3730;0;0;227;227;Gordon setter;0.1598;0;0;227;227;curly-coated retriever;0.1027;0;0;227;227;groenendael;0.0821;9;58;61;36;affenpinscher, monkey pinscher, monkey dog;0.0454;0;0;227;227
10;0.5000;jellyfish;0.9303;0;0;227;227;electric ray, crampfish, numbfish, torpedo;0.0222;56;43;33;27;nematode, nematode worm, roundworm;0.0150;0;0;227;227;volcano;0.0048;0;0;227;227;lampshade, lamp shade;0.0048;0;0;227;227
10;0.5000;green lizard, Lacerta viridis;0.2034;0;0;227;227;American chameleon, anole, Anolis carolinensis;0.1687;0;0;227;227;axolotl, mud puppy, Ambystoma mexicanum;0.1338;0;0;227;227;common newt, Triturus vulgaris;0.1316;3;14;221;203;banded gecko;0.0754;8;1;145;169
10;0.5000;redbone;0.1029;0;0;227;227;lakeside, lakeshore;0.0556;0;1;227;226;sea lion;0.0520;0;0;227;227;container ship, containership, container vessel;0.0373;0;0;227;227;Chesapeake Bay retriever;0.0281;0;0;227;227
10;0.5000;rock beauty, Holocanthus tricolor;0.9818;7;6;202;194;eel;0.0099;0;0;227;227;puffer, pufferfish, blowfish, globefish;0.0080;1;0;226;227;green mamba;0.0001;7;3;220;224;coral reef;0.0000;0;0;227;227
10;0.5000;tusker;0.7812;0;0;227;227;Indian elephant, Elephas maximus;0.1321;0;0;227;227;African elephant, Loxodonta africana;0.0747;0;0;227;227;dugong, Dugong dugon;0.0056;5;0;221;225;Weimaraner;0.0021;42;43;184;182
10;0.5000;spatula;0.0900;0;0;227;227;dough;0.0608;0;0;227;227;French loaf;0.0356;0;0;227;227;honeycomb;0.0327;0;0;227;227;Petri dish;0.0308;0;0;227;227
10;0.5000;pill bottle;0.6607;0;0;227;227;nipple;0.1055;16;5;210;222;safety pin;0.0475;6;2;218;225;maraca;0.0342;0;0;227;227;whistle;0.0252;0;0;227;227
10;0.5000;ice lolly, lolly, lollipop, popsicle;0.5885;9;2;218;225;whistle;0.1530;0;0;227;227;sunscreen, sunblock, sun blocker;0.0537;0;0;227;227;spatula;0.0230;0;0;227;227;nipple;0.0208;0;0;227;227
10;0.5000;school bus;0.1133;0;0;227;227;rock beauty, Holocanthus tricolor;0.0642;0;0;227;227;cab, hack, taxi, taxicab;0.0598;0;0;227;227;pick, plectrum, plectron;0.0527;0;0;227;227;sweatshirt;0.0486;0;0;227;227
10;0.5000;dugong, Dugong dugon;0.5302;6;53;177;102;tiger shark, Galeocerdo cuvieri;0.1758;0;0;227;227;great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias;0.1263;0;0;227;227;killer whale, killer, orca, grampus, sea wolf, Orcinus orca;0.0555;0;1;227;226;electric ray, crampfish, numbfish, torpedo;0.0183;59;39;31;30
10;0.5000;space shuttle;0.2981;0;0;227;227;screw;0.2346;0;0;227;227;warplane, military plane;0.1535;0;0;227;227;airliner;0.1094;0;0;227;227;kite;0.0880;18;58;156;80
10;0.5000;toyshop;0.1013;7;4;217;221;comic book;0.0925;0;0;227;227;chain saw, chainsaw;0.0846;0;0;227;227;carousel, carrousel, merry-go-round, roundabout, whirligig;0.0784;0;0;227;227;power drill;0.0778;6;35;221;192
10;0.5000;black grouse;0.9975;0;0;227;227;prairie chicken, prairie grouse, prairie fowl;0.0009;0;0;227;227;partridge;0.0005;3;0;224;227;ruffed grouse, partridge, Bonasa umbellus;0.0004;0;0;227;227;ptarmigan;0.0002;0;0;227;227
10;0.5000;bannister, banister, balustrade, balusters, handrail;0.1041;0;0;227;218;chainlink fence;0.0386;0;0;227;227;parking meter;0.0378;0;0;227;227;car mirror;0.0288;0;0;227;227;mailbox, letter box;0.0273;0;0;227;227
10;0.5000;dhole, Cuon alpinus;0.4478;40;16;178;174;redbone;0.2449;0;0;227;227;Brabancon griffon;0.1043;0;0;227;227;patas, hussar monkey, Erythrocebus patas;0.0499;0;1;227;226;dingo, warrigal, warragal, Canis dingo;0.0269;0;0;227;227
10;0.5000;African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus;0.4161;1;0;226;227;titi, titi monkey;0.0624;1;7;226;220;sloth bear, Melursus ursinus, Ursus ursinus;0.0484;12;21;211;206;marmoset;0.0461;0;0;227;227;barn spider, Araneus cavaticus;0.0402;0;0;227;227
10;0.5000;Norfolk terrier;0.2705;0;0;227;227;otterhound, otter hound;0.2122;0;0;227;227;Norwich terrier;0.1265;0;0;227;227;Irish terrier;0.1081;0;0;227;227;briard;0.0498;0;0;227;227
10;0.5000;caldron, cauldron;0.3886;0;0;227;227;mortar;0.2250;0;0;227;227;wok;0.1320;0;0;227;227;frying pan, frypan, skillet;0.1093;0;0;227;227;soup bowl;0.0230;0;0;227;227
10;0.5000;valley, vale;0.2914;0;15;227;211;alp;0.1820;0;0;227;227;lakeside, lakeshore;0.1057;0;0;227;227;stone wall;0.0594;44;76;14;5;volcano;0.0536;0;0;227;227
10;0.5000;Afghan hound, Afghan;0.6567;0;0;227;227;briard;0.2335;32;17;68;49;Irish water spaniel;0.0246;0;0;227;227;Sussex spaniel;0.0142;17;4;86;77;Newfoundland, Newfoundland dog;0.0117;0;0;227;227
10;0.5000;chain saw, chainsaw;0.0398;2;58;202;159;toyshop;0.0397;0;0;227;227;dogsled, dog sled, dog sleigh;0.0248;0;2;226;225;drilling platform, offshore rig;0.0228;0;0;227;227;chain;0.0222;0;0;227;227
10;0.5000;ant, emmet, pismire;0.1127;7;5;217;222;common newt, Triturus vulgaris;0.1008;5;6;180;221;wolf spider, hunting spider;0.0801;0;0;227;227;spider web, spider's web;0.0663;0;0;227;227;barn spider, Araneus cavaticus;0.0544;0;0;227;227
10;0.5000;can opener, tin opener;0.2873;0;0;227;227;hair slide;0.1351;0;95;222;126;whistle;0.0782;0;0;227;227;cleaver, meat cleaver, chopper;0.0770;0;2;225;219;loupe, jeweler's loupe;0.0667;0;0;227;227
10;0.5000;cinema, movie theater, movie theatre, movie house, picture palace;0.1868;0;0;227;227;whistle;0.0698;3;3;222;224;restaurant, eating house, eating place, eatery;0.0500;2;3;224;222;slot, one-armed bandit;0.0480;2;3;224;224;pool table, billiard table, snooker table;0.0379;0;0;227;227
10;0.5000;spotlight, spot;0.2180;0;0;227;227;velvet;0.1336;3;0;221;227;nematode, nematode worm, roundworm;0.0855;7;7;219;217;digital clock;0.0380;0;0;227;227;Granny Smith;0.0369;0;0;227;227
10;0.5000;barn spider, Araneus cavaticus;0.2082;15;39;200;188;grey fox, gray fox, Urocyon cinereoargenteus;0.1187;0;0;227;227;isopod;0.1123;0;0;227;227;fox squirrel, eastern fox squirrel, Sciurus niger;0.0630;0;0;227;227;chiton, coat-of-mail shell, sea cradle, polyplacophore;0.0256;0;0;227;227
10;0.5000;knee pad;0.3538;8;7;219;210;mouse, computer mouse;0.0691;0;0;227;227;cellular telephone, cellular phone, cellphone, cell, mobile phone;0.0677;0;0;227;227;hand-held computer, hand-held microcomputer;0.0457;0;0;227;227;digital watch;0.0390;0;0;227;227
10;0.5000;platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus;0.1240;0;0;227;227;spider monkey, Ateles geoffroyi;0.0610;0;0;227;227;titi, titi monkey;0.0582;0;0;227;227;barn spider, Araneus cavaticus;0.0493;0;0;227;227;vine snake;0.0384;0;0;227;227
10;0.5000;black-footed ferret, ferret, Mustela nigripes;0.4246;0;0;227;227;weasel;0.1913;0;0;227;227;meerkat, mierkat;0.0727;0;0;227;227;polecat, fitch, foulmart, foumart, Mustela putorius;0.0453;0;0;227;227;squirrel monkey, Saimiri sciureus;0.0371;0;0;227;227
10;0.5000;indri, indris, Indri indri, Indri brevicaudatus;0.1852;0;0;227;227;Madagascar cat, ring-tailed lemur, Lemur catta;0.1463;1;1;190;189;spider monkey, Ateles geoffroyi;0.1153;0;0;227;227;guenon, guenon monkey;0.1071;33;48;15;26;titi, titi monkey;0.1001;0;0;227;226
10;0.5000;colobus, colobus monkey;0.1916;0;0;227;227;patas, hussar monkey, Erythrocebus patas;0.1046;0;0;227;227;spider monkey, Ateles geoffroyi;0.1026;0;0;227;227;guenon, guenon monkey;0.0822;0;0;227;227;orangutan, orang, orangutang, Pongo pygmaeus;0.0758;0;0;227;227
10;0.5000;yawl;0.9374;0;0;227;227;schooner;0.0409;0;0;227;227;trimaran;0.0150;2;36;225;190;catamaran;0.0040;0;0;227;227;pirate, pirate ship;0.0006;0;2;227;225
